,Status_id,Datetime,Day_id,User_id,User_name,User_screen_name,Text,Retweet_Count,Favorite_Count,Is_Retweet,Full_Text,Sentiment_score1,Sentiment_score2,Sentiment_pool
466,1266608020009684995,2020-05-30 00:50:59-05:00,05302020,1030185124661526529,marianita,mariani50386614,@Lenin Y'a pues moreno sale a trabajar,0,0,False,@Lenin Y'a pues moreno sale a trabajar,0.395739,0.86243147,0.62908524
465,1266609532240900097,2020-05-30 00:56:59-05:00,05302020,1556634793,patssy valentyna,patssyvalentina,@ComunicacionEc @Lenin @FinanzasEc Porqué mencionan a L.Moreno en la entrega de ayudas económicas a los ecuatoriano… https://t.co/fkqEtbxq5A,0,0,False,"@ComunicacionEc @Lenin @FinanzasEc Porqué mencionan a L.Moreno en la entrega de ayudas económicas a los ecuatorianos??, acaso ese señor  ha puesto el dinero de su bolsillo??..dejen la demagogia barata llena de corrupción , y bien les irá, cínicos ,sinvergüenzas",0.509572,0.965838,0.737705
464,1266615250951995393,2020-05-30 01:19:43-05:00,05302020,826101204,Felipe Durán,felipe_durn,"@alexis_mera_g Resulta una broma de mal gusto manifestar que Correa es un tipo deslindado de: 1) Lenin Moreno, 2) P… https://t.co/RrdRFKeL1k",0,1,False,"@alexis_mera_g Resulta una broma de mal gusto manifestar que Correa es un tipo deslindado de: 1) Lenin Moreno, 2) Paul Granda y 3) Daniel Mendoza. Todos aliados, partidarios y militantes de Alianza País en la “década ganada”.
Tranquilo A.Mera, pronto caerá toda la red que tú y tu grupo crearon.",0.9710723,0.36930585,0.6701891
463,1266615569027149824,2020-05-30 01:20:58-05:00,05302020,1196600072131223552,Vanealeja,Vanealeja3,"@Lenin Lo más temible a una pandemia, es tener a un animal ignorante ratero psicópata asecino y ladrón como preside… https://t.co/n5biAazZ1R",0,0,False,"@Lenin Lo más temible a una pandemia, es tener a un animal ignorante ratero psicópata asecino y ladrón como presidente Lenin Moreno el peor preside la historia y el mas corrupto.",0.24851322,0.9175384,0.5830258
462,1266616623705862151,2020-05-30 01:25:10-05:00,05302020,563884409,Cristian Iglesias,CristianIglesi7,@_anapastor_ @AntonioMaestre @MonederoJC @PabloIglesias @La_SER @eldiarioes @el_pais @LaVanguardia @sanchezcastejon… https://t.co/ejvrwDw81N,0,0,False,"@_anapastor_ @AntonioMaestre @MonederoJC @PabloIglesias @La_SER @eldiarioes @el_pais @LaVanguardia @sanchezcastejon @sextaNoticias @ActualidadRT Los AIRES d ""LIBERTAD "" q vendió    Lenin Moreno a los ecuatorianos, luego d consumarse la traición  https://t.co/xUTE7DotJv",0.26258636,0.8412541,0.55192024
461,1266616652898209792,2020-05-30 01:25:17-05:00,05302020,885766370981552128,Angel Castillo,AngelCa16720222,@ActualidadRT QUE NO VEA ESO LENIN MORENO 🙏 NOS JODIMOS.  @MashiRafael @MarcoAnibal @Sandinin @CSEPatto… https://t.co/QXkeRKPFa7,1,1,False,@ActualidadRT QUE NO VEA ESO LENIN MORENO 🙏 NOS JODIMOS.  @MashiRafael @MarcoAnibal @Sandinin @CSEPatto @Literario26 @vanegascortazar @EduFrancoLoor @PatricioMery @Kelme_boy @AbmrubioAmor @alexismoncayo @LuisAndrade55,0.5667244,0.34974325,0.45823383
460,1266618525935951872,2020-05-30 01:32:43-05:00,05302020,2456540116,Con Rafael Correa y la Revolución Ciudadana🔥🇪🇨,VAMOSECUADOR_5,Ecuador S.O.S https://t.co/8U17dqRiWQ a través de @YouTube  @Lenin Traidor Moreno y sus compinches RATAS la peor pe… https://t.co/d0A66d9b0q,0,0,False,Ecuador S.O.S https://t.co/8U17dqRiWQ a través de @YouTube  @Lenin Traidor Moreno y sus compinches RATAS la peor pesadilla para el pueblo ecuatoriano decente 👎,0.2180798,0.28360933,0.25084457
459,1266629969016492032,2020-05-30 02:18:12-05:00,05302020,995363642,Anthony Reyes,AnthonyReyes008,"@Kelme_boy @Lenin Inteligencia alemana fue la responsable de bajarle el tweet a moreno 😂😂😂🤣🤣
No hay libertad de exp… https://t.co/zYUL4SqHhs",0,0,False,"@Kelme_boy @Lenin Inteligencia alemana fue la responsable de bajarle el tweet a moreno 😂😂😂🤣🤣
No hay libertad de expresión en el mundo, que pena! 😂😂🤣
La culpa es de Correa seguro dirá en su próximo informe ala nación.",0.8201915,0.40079898,0.6104952
458,1266630596597559299,2020-05-30 02:20:41-05:00,05302020,108306637,El Tenderete Cimarrón,PanaCimarron,"Lenin Moreno es una amenaza para los Ecuatorianos, ese malandro jamas debió llegar a la presidencia https://t.co/FXr6O5PzK4",0,0,False,"Lenin Moreno es una amenaza para los Ecuatorianos, ese malandro jamas debió llegar a la presidencia https://t.co/FXr6O5PzK4",0.24624202,0.2664321,0.25633705
457,1266636256378785793,2020-05-30 02:43:11-05:00,05302020,291727006,Eduardo Robayo,edurobayo7,"#ATENCIÓN | El presidente Lenín Moreno anuncia que retomará actividades con viaje a Guayaquil. En cadena nacional,… https://t.co/NhFxCsjVpZ",0,0,False,"#ATENCIÓN | El presidente Lenín Moreno anuncia que retomará actividades con viaje a Guayaquil. En cadena nacional, el Mandatario se refirió a reducción de presupuestos de las universidades » https://t.co/hEavwIrqE7 https://t.co/SDegmw5wV2",0.3625,0.32989332,0.34619665
456,1266638838727938048,2020-05-30 02:53:26-05:00,05302020,2456540116,Con Rafael Correa y la Revolución Ciudadana🔥🇪🇨,VAMOSECUADOR_5,TESTIMONIOS REALES SOBRE LAS PROTESTAS (GYE - UIO- CUENCA- ESMERALDAS) -... https://t.co/eCWC8kG3Th a través de… https://t.co/EujgxUueno,0,0,False,TESTIMONIOS REALES SOBRE LAS PROTESTAS (GYE - UIO- CUENCA- ESMERALDAS) -... https://t.co/eCWC8kG3Th a través de @YouTube El pueblo de Ecuador protesta por el gobierno de Lenin Moreno y sus secuaces robandose lo que mas puede poniendo leyes dictados por el FMI . FUERAINARATAFUERA,0.78171825,0.38974118,0.5857297
455,1266641199890337792,2020-05-30 03:02:49-05:00,05302020,1266419950429900803,RacismoLight,racismolight,"Lenin Moreno es un agente de la supremacia racial, un agente de la élite blanca-mestiza que siempre ha explotando a… https://t.co/sfFzFwDQDz",1,0,False,"Lenin Moreno es un agente de la supremacia racial, un agente de la élite blanca-mestiza que siempre ha explotando a los pueblos y nacionales indígenas y afrodescendientes y sus respectivos territorios para seguir acumulando poder económico. Llevan siglos matándonos. #Ecuador",0.8430202,0.81002164,0.8265209
454,1266642062503563266,2020-05-30 03:06:15-05:00,05302020,16592513,Marcos Bondone,Martinmereni,@MashiRafael Compañero: en que pensabas cundo déjaste a Lenin Moreno de relevo?,0,5,False,@MashiRafael Compañero: en que pensabas cundo déjaste a Lenin Moreno de relevo?,0.9025396,0.71161735,0.8070785
453,1266644006030761984,2020-05-30 03:13:58-05:00,05302020,186926290,Javier Ayala,ayalajavier,"@SputnikMundo Ilógico, el corrupto gobierno de @Lenin #Moreno a priorizado el pago a los militares que sirven a los… https://t.co/GSj5qIjC1m",0,0,False,"@SputnikMundo Ilógico, el corrupto gobierno de @Lenin #Moreno a priorizado el pago a los militares que sirven a los intereses de los yankees. Tienen una limosna de la USAID y cuentan con el apoyo de la CIA...",0.58981466,0.6511932,0.6205039
452,1266647261968306176,2020-05-30 03:26:55-05:00,05302020,250729244,CFN BP.,CFN_ECUADOR,"@thefabry1007 Asimismo, el Gobierno del presidente @Lenin Moreno impulsa el programa #ReactívateEcuador para apoyar… https://t.co/9lt6BrVa4m",0,0,False,"@thefabry1007 Asimismo, el Gobierno del presidente @Lenin Moreno impulsa el programa #ReactívateEcuador para apoyar a las micro, pequeñas y medianas empresas en esta nueva etapa de la emergencia sanitaria.

Más información en
https://t.co/wAGXn1a0vQ",0.0701921,0.8858422,0.47801715
451,1266649602096234496,2020-05-30 03:36:13-05:00,05302020,477212175,Nicolas RODRIGUEZ-GARCIA,nicolasUSAL,Coronavirus: Lenín Moreno presenta proyecto que sanciona la corrupción en compras públicas https://t.co/55Q7poV0qr,1,2,False,Coronavirus: Lenín Moreno presenta proyecto que sanciona la corrupción en compras públicas https://t.co/55Q7poV0qr,0.55830944,0.35105354,0.4546815
450,1266649986806284288,2020-05-30 03:37:44-05:00,05302020,707680690381451264,juan goliam,ECUgoliam,"¿Recortes en plena crisis? Lenín Moreno supera al FMI en políticas de au... . 
.
https://t.co/x2GZLE0WM8 vía… https://t.co/TQU9eBkpv4",0,0,False,"¿Recortes en plena crisis? Lenín Moreno supera al FMI en políticas de au... . 
.
https://t.co/x2GZLE0WM8 vía @YouTube. ..

@augustotandazo .
@MashiRafael .
@Lenin .
@cesarlitardo .
@LeonidasIzaSal1 .
@RonnyAleagaS .
@pabelml ..
@swissinfo_es .
@el_pais .
@Pontifex_es .
@bbcmundo https://t.co/aeY0fA7uwd",0.5779567,0.39917314,0.4885649
449,1266655487879254017,2020-05-30 03:59:36-05:00,05302020,64828216,Daniel Romero,DanROM2009,@DayalaEC Típico Florindo q voto 7 veces SÍ sólo por odio a  @MashiRafael y le dieron poder a un MITOMANO Traidor c… https://t.co/gopl2fJ6YD,0,0,False,"@DayalaEC Típico Florindo q voto 7 veces SÍ sólo por odio a  @MashiRafael y le dieron poder a un MITOMANO Traidor como @Lenin Moreno q Co-Gobierna con la pestilente Derecha  de banqueros corruptos, empresarios delincuentes y bandas criminales como los Bucaram https://t.co/Bqk9839TKQ",0.4674617,0.7202062,0.5938339
448,1266655783250427904,2020-05-30 04:00:46-05:00,05302020,1057648576308887552,Ricardo,Ricardo49301550,@Lenin Nos desgobierno un imbécil mentiroso compulsivo. El peor desgobierno de la partidocracia corrupta. Las menti… https://t.co/EagvK15g6x,0,0,False,"@Lenin Nos desgobierno un imbécil mentiroso compulsivo. El peor desgobierno de la partidocracia corrupta. Las mentiras se caen solas como el desgobierno de todos los ineptos. Moreno y su pandilla deben ser juzgados
https://t.co/LXTRYSBcKL",0.7945405,0.21809149,0.506316
447,1266671055042686977,2020-05-30 05:01:27-05:00,05302020,1189683117382144002,#SINPARO,LPLINEKER,"#ECUADOR: AL PURO ESTILO DE SU AMO #TRUMP CON EL REPORTERO DE #CNNatlanta , SU ESBIRRO Lenin Moreno PRETENDE LO PRO… https://t.co/V0H4XxzR34",2,1,False,"#ECUADOR: AL PURO ESTILO DE SU AMO #TRUMP CON EL REPORTERO DE #CNNatlanta , SU ESBIRRO Lenin Moreno PRETENDE LO PROPIO CONTRA #RADIOLACALLE ... 👇👇
 @radiolacalle  #CensuraEnEcuador #TodosSomosLaCalle",0.394629,0.97703636,0.6858327
446,1266675851661369345,2020-05-30 05:20:31-05:00,05302020,989833239417286658,REPORTE 593,Report593,#MEDIDAS Presidente @Lenin Moreno informó que #servidorespúblicos reducirán horario de trabajo en el 25% y sueldo e… https://t.co/9RAOJDxayw,0,1,False,"#MEDIDAS Presidente @Lenin Moreno informó que #servidorespúblicos reducirán horario de trabajo en el 25% y sueldo en 16%. En las demás funciones del Estado presentarán, al final del mes, recortes entre 10 y 15% gasto corriente. https://t.co/n6qaBx3Ixm",0.5192288,0.8626963,0.69096255
445,1266677066038218753,2020-05-30 05:25:20-05:00,05302020,1162321051617038338,JORGE DUEÑAS,JORGEDU30540290,"LENIN MORENO IDOLATRA LOS PENSAMIENTOS DE NEBOT Y LASSO, DICE YO PIENSO COMO ELLOS, ES DECIR PIENSA DE FORMA ABERRA… https://t.co/2tzMnTeEIN",0,0,False,"LENIN MORENO IDOLATRA LOS PENSAMIENTOS DE NEBOT Y LASSO, DICE YO PIENSO COMO ELLOS, ES DECIR PIENSA DE FORMA ABERRANTE, CÍNICA,RACISTA,XENOFOBICO, ODIADOR,,AMBICIOSO Y PRACTICA LA TRAICIÓN",0.8130909,0.23280373,0.5229473
444,1266682464958918657,2020-05-30 05:46:48-05:00,05302020,3000970329,Juan Manuel Marulanda 🇪🇨,JuanTirofijo30,"Sigue el nepotismo del peor presidente de la historia.
Hijas, hermanos y yernos de Lenin Moreno en altos cargos púb… https://t.co/NIDKnNjDh4",0,0,False,"Sigue el nepotismo del peor presidente de la historia.
Hijas, hermanos y yernos de Lenin Moreno en altos cargos públicos: https://t.co/OH6Oukjkki",0.63958925,0.16001919,0.39980423
443,1266685937976848384,2020-05-30 06:00:36-05:00,05302020,761469053181370369,CGTN en Español,cgtnenespanol,"El presidente de #Ecuador, Lenín Moreno, anunció el viernes que la próxima semana retomará sus actividades oficiale… https://t.co/drt2dyiHIU",4,12,False,"El presidente de #Ecuador, Lenín Moreno, anunció el viernes que la próxima semana retomará sus actividades oficiales en territorio en el marco de la emergencia sanitaria que vive el país por la enfermedad del nuevo #coronavirus. https://t.co/voo2DfsQoj",0.37094527,0.37432498,0.37263513
442,1266686566606548992,2020-05-30 06:03:06-05:00,05302020,1162321051617038338,JORGE DUEÑAS,JORGEDU30540290,"LASSO DICE: QUE EL CORREISMO ES EL MORENISMO, SI ES ASI PORQUE LOS ASAMBLEÍSTAS DE CREO, APOYAN A LENIN MORENO CON… https://t.co/JF1JvlRa2v",0,0,False,"LASSO DICE: QUE EL CORREISMO ES EL MORENISMO, SI ES ASI PORQUE LOS ASAMBLEÍSTAS DE CREO, APOYAN A LENIN MORENO CON LEYES QUE VAN EN CONTRA DEL PUEBLO ECUATORIANO, SEÑOR LASSO MIENTALES A OTROS PENDEJOS IGUAL A UD",0.82861674,0.8160479,0.8223323
441,1266687723647229954,2020-05-30 06:07:41-05:00,05302020,307993131,Antena Uno,antenaunofm,"#EnVivo | Desde las 06h00 #MásAlláDeLosHechos con #EstéfaniEspín:

Hoy 30-05-2020 analizamos con expertos, sobre el… https://t.co/iIJkM220pk",0,0,False,"#EnVivo | Desde las 06h00 #MásAlláDeLosHechos con #EstéfaniEspín:

Hoy 30-05-2020 analizamos con expertos, sobre el último año del Gobierno del presidente Lenín Moreno y los ejes de acción para el último año del actual régimen.

📻90.5 FM
🖥️https://t.co/AUSkXGFQTF
📱#AppAntenaUno https://t.co/Oq8jbReJMu",0.26400012,0.9671111,0.61555564
440,1266691384192499712,2020-05-30 06:22:14-05:00,05302020,2550355863,Juan M.,j_593manu,@Expresoec Ecuador está en la mierda salgan a recorrer Guayaquil los suburbios las partes del noroeste aya vallan d… https://t.co/3mpithLW3n,0,1,False,"@Expresoec Ecuador está en la mierda salgan a recorrer Guayaquil los suburbios las partes del noroeste aya vallan dónde no hay ayuda no hay trabajo , hay muerte y miseria Lenin Moreno en todo este puto tiempo no a echo nada",0.30587143,0.7502163,0.52804387
439,1266692048058552321,2020-05-30 06:24:52-05:00,05302020,1217484201873887237,TouchTv,TouchTv_Oficial,"#Ecuador 📌 Tras cadena presidencial, en la que Lenin #Moreno confronta con acusaciones a #universidades, el dirigen… https://t.co/IQhCSZqVs9",1,2,False,"#Ecuador 📌 Tras cadena presidencial, en la que Lenin #Moreno confronta con acusaciones a #universidades, el dirigente indígena, Leonidas #Iza, califica al Gobierno de criminal y respalda a estudiantes, docentes y trabajadores universitarios.
#Touchtv
#AEcuadorLoSacamosTodos https://t.co/ZVVSJ8K7M8",0.2910006,0.19507635,0.24303848
438,1266692515597627392,2020-05-30 06:26:44-05:00,05302020,2327799775,W. Marcel Merizalde Guerra,MarcelMerizalde,"Tras la cadena presidencial, en la que Lenin #Moreno arremete contra las #universidades, el dirigente indígena, Leo… https://t.co/jL9lLSgkZj",1,6,False,"Tras la cadena presidencial, en la que Lenin #Moreno arremete contra las #universidades, el dirigente indígena, Leonidas #Iza, califica al Gobierno de criminal y respalda a estudiantes, docentes y trabajadores universitarios. Moreno exige recortes
#Touchtv
#AEcuadorLoSacamosTodos https://t.co/gyUMI9lGmr",0.096443176,0.021490932,0.058967054
437,1266692640466186240,2020-05-30 06:27:14-05:00,05302020,210960181,JoseMM,mariajosemm9,"@Lenin Esooo!!! Con la misma valentía con la que se fue de vacaciones a Galápagos en marzo, cuando el país estaba e… https://t.co/PMqE031HwY",0,0,False,"@Lenin Esooo!!! Con la misma valentía con la que se fue de vacaciones a Galápagos en marzo, cuando el país estaba en llamas?  Por cierto, yo necesito empleo señor Moreno, en donde dejo mi carpeta?",0.8608321,0.3308764,0.5958543
436,1266695455502749696,2020-05-30 06:38:25-05:00,05302020,1180472093370134532,Vinicio Hadel,VinicioHadel,"Lenin Moreno, anuncia que saldra de su cuarentena que ha durado 3 años. https://t.co/u2BNQFrcOl",0,0,False,"Lenin Moreno, anuncia que saldra de su cuarentena que ha durado 3 años. https://t.co/u2BNQFrcOl",0.68424463,0.64419943,0.664222
435,1266699810230472705,2020-05-30 06:55:43-05:00,05302020,1239569503463317504,pipin Djj,DjjPipo,@Lenin Venga sr Moreno a guayaquil aquí lo esperamos ya bajaron las gavetas de huevos jajajaja,0,0,False,@Lenin Venga sr Moreno a guayaquil aquí lo esperamos ya bajaron las gavetas de huevos jajajaja,0.77359754,0.74022084,0.7569092
434,1266700430844866565,2020-05-30 06:58:11-05:00,05302020,818289467496730625,georgina lapo,GEORGY130272,@Lenin @Presidencia_Ec A mi me da miedo usted señor Moreno una persona sin valores. El viros más peligroso que tien… https://t.co/cWuQrf7lHC,0,1,False,"@Lenin @Presidencia_Ec A mi me da miedo usted señor Moreno una persona sin valores. El viros más peligroso que tiene el Ecuado se llama Moreno ,Lazo ,Nenot,Romo,los BUCARAN, y toda,la derecha CORRUPTA.",0.8709252,0.28034946,0.57563734
433,1266700513267126272,2020-05-30 06:58:31-05:00,05302020,1206437386877636608,Hector,Hector38463175,Definitibamente estas fuersas armadas del ECIADOR debe disolberse y formar otra q sea   objetimisada en onor y glor… https://t.co/ERwGvVNAXa,0,0,False,Definitibamente estas fuersas armadas del ECIADOR debe disolberse y formar otra q sea   objetimisada en onor y gloria al ECUADOR  osea al  pueblo bulnerable y  imulde del ECUADOR estas fuersas no sirben si son perros guardianes de este gobierno nefasto de lenin moreno https://t.co/TdxVSSLaLX,0.30939412,0.42259318,0.36599365
432,1266702026655883267,2020-05-30 07:04:31-05:00,05302020,1087809640165974017,Pedro Luis Triviño Moran.,TrivinoMoran,@Lenin Señor presidente Lenín Moreno. Tengo una inquietud que ya no me la aguantó más. Verá . La policía Pará que f… https://t.co/qorDdZG555,0,0,False,"@Lenin Señor presidente Lenín Moreno. Tengo una inquietud que ya no me la aguantó más. Verá . La policía Pará que fue  formada. .los militares. La Marina. La policía  es para salvaguardar la sociedad. Pero no se cumple, nosotros tenemos que cuidarnos de la policía. Andan al acecho. Eso",0.18139201,0.08018619,0.1307891
431,1266702774324035587,2020-05-30 07:07:30-05:00,05302020,626120999,OPD colectivo político 🇪🇨,jecedenolopez,"@ottosonnenh
@martinezjg @giovanny_dr @GAZurita
🔴 BIEN VICEPRESIDENTE‼️
https://t.co/rczrZZZYtD https://t.co/MFO7nmJrkI",0,0,False,"@ottosonnenh
@martinezjg @giovanny_dr @GAZurita
🔴 BIEN VICEPRESIDENTE‼️
https://t.co/rczrZZZYtD https://t.co/MFO7nmJrkI",0.5466961,0.8750036,0.7108499
430,1266703845171834881,2020-05-30 07:11:45-05:00,05302020,898825224,mickie02,mickiejara02,@DiazCanelB Presidente Díaz Canel lo mismo decía Lenin Moreno a  Rafael Correa y mire ahora????🤨🤨🤨,0,0,False,@DiazCanelB Presidente Díaz Canel lo mismo decía Lenin Moreno a  Rafael Correa y mire ahora????🤨🤨🤨,0.29833418,0.20139313,0.24986365
429,1266704780178657280,2020-05-30 07:15:28-05:00,05302020,1161216296652029954,ERICK MERA,ERICKMERA20,LENIN MORENO ERES EL CABECILLA DE LA BANDA https://t.co/KRXHoIGC3F,0,0,False,LENIN MORENO ERES EL CABECILLA DE LA BANDA https://t.co/KRXHoIGC3F,0.38930318,0.38329363,0.38629842
428,1266704872172290049,2020-05-30 07:15:50-05:00,05302020,883152819783651328,teodoro fuentes,teodorofuentes6,@ecuainm_oficial @Lenin Moreno en Guayaquil con todas las seguridades del caso por su estado de vulnerabilidad YA E… https://t.co/fum8DyaI5T,0,0,False,@ecuainm_oficial @Lenin Moreno en Guayaquil con todas las seguridades del caso por su estado de vulnerabilidad YA ESTA EN SEMANFORO AMARILLO https://t.co/LAr0W6VKAv,0.46334252,0.93199706,0.6976698
427,1266705459727290371,2020-05-30 07:18:10-05:00,05302020,888256261489283072,Rene Patricio Yanez,RenePatricioYa1,"@damiandelator @Lenin @damiandelator ,Lenin Ina Papers Moreno, no a vivido en cuarentena estos  tres años,
Este Len… https://t.co/vpjilUIZRI",4,4,False,"@damiandelator @Lenin @damiandelator ,Lenin Ina Papers Moreno, no a vivido en cuarentena estos  tres años,
Este Lenin Ina Papers Moreno, es el VIRUS MÁS LETAL QUE A TENIDO ECUADOR EN SU VIDA REPUBLICANA.
@Sandinin @amaurichamorro @abdonernestomv @Ecualenin @GinaRiveraL @jimybigplus1 @MashiRafael
HLVS.",0.110548496,0.84194803,0.47624826
426,1266706267114004480,2020-05-30 07:21:23-05:00,05302020,56165505,ESPASA MERIDA,ESPASAMERIDA,¿Recortes en plena crisis? Lenín Moreno supera al FMI en políticas de au... https://t.co/Y7vfpDgTq1 a través de @YouTube,0,0,False,¿Recortes en plena crisis? Lenín Moreno supera al FMI en políticas de au... https://t.co/Y7vfpDgTq1 a través de @YouTube,0.71133816,0.3657775,0.5385578
425,1266708263967567872,2020-05-30 07:29:19-05:00,05302020,1198587410575187968,JyDf,JyDf32828852,"Lenin Moreno, malversó USD 2.5 millones, con firma auditora para buscar cuentas, en el exterior, que involucren a C… https://t.co/BCbYKXrtlg",0,0,False,"Lenin Moreno, malversó USD 2.5 millones, con firma auditora para buscar cuentas, en el exterior, que involucren a Correa y Glas.
La firma ya entregó los informes y no hay cuentas mal habidas. EL CORRUPTO SIEMPRE FUE LENIN Y SUS MEDIOS. Ecuavisa  https://t.co/borIUCmtV4",0.061699063,0.52397287,0.29283595
424,1266708762435432448,2020-05-30 07:31:17-05:00,05302020,849823082,eduardo,heavyeduforever,@maurisilvalen @KinttoLucas @Lenin @MashiRafael La plena la droga te tiene tan mal como vas a decir moreno es corre… https://t.co/OBdT8vpx7x,0,0,False,@maurisilvalen @KinttoLucas @Lenin @MashiRafael La plena la droga te tiene tan mal como vas a decir moreno es correa ya sabemos q Buscarán Lasso Nebot es la misma mierda q moreno,0.31363997,0.24203923,0.2778396
423,1266709183463936000,2020-05-30 07:32:58-05:00,05302020,1198587410575187968,JyDf,JyDf32828852,"Lenin Moreno, malversó USD 2.5 millones, con firma auditora para buscar cuentas en el exterior, que involucren a Co… https://t.co/R2TVML1cYZ",0,0,False,"Lenin Moreno, malversó USD 2.5 millones, con firma auditora para buscar cuentas en el exterior, que involucren a Correa y Glas.
La firma entregó los informes y no hay cuentas mal habidas. EL CORRUPTO SIEMPRE FUE LENIN Y SUS MEDIOS.El Universo El Comercio https://t.co/borIUCmtV4",0.06298426,0.52397287,0.29347855
