,Status_id,Datetime,Day_id,User_id,User_name,User_screen_name,Text,Retweet_Count,Favorite_Count,Is_Retweet,Full_Text,Sentiment_score1,Sentiment_score2,Sentiment_pool
756,1265164075006398465,2020-05-26 01:13:15-05:00,05262020,113888914,mag ridon,MagRidon,"@laprimera105 No, em desmonto con un juguet de lego si ho intento",0,1,False,"@laprimera105 No, em desmonto con un juguet de lego si ho intento",0.18888721,0.9710262,0.5799567
755,1265164529610231808,2020-05-26 01:15:04-05:00,05262020,584146464,Baratukin España,baratukin,Lego Marvel Collection PS4 ha alcanzado el precio mínimo de 26.24€ ✅ https://t.co/ap5riXAs9H antes 33.47€. https://t.co/kt1FtJjBBf,0,0,False,Lego Marvel Collection PS4 ha alcanzado el precio mínimo de 26.24€ ✅ https://t.co/ap5riXAs9H antes 33.47€. https://t.co/kt1FtJjBBf,0.51922154,0.5075692,0.51339537
754,1265166455269666816,2020-05-26 01:22:43-05:00,05262020,1230273459374059520,ElMuchachoAlegre,Erick_Godoy_2,Yo solo quiero jugar Lego Star Wars the complete Saga en el xbox 😔,0,1,False,Yo solo quiero jugar Lego Star Wars the complete Saga en el xbox 😔,0.24628747,0.98617744,0.61623245
753,1265167541107908608,2020-05-26 01:27:02-05:00,05262020,2833408717,La Titi opina 3%,titiopina,@ToyitoSal @ravelpak @RobertoVidri @miltonbrizuela @colmed_es @orlandocandray2 @rodolfo_parker @lapsurgeon10 El pen… https://t.co/o1PaUjaHUn,0,2,False,@ToyitoSal @ravelpak @RobertoVidri @miltonbrizuela @colmed_es @orlandocandray2 @rodolfo_parker @lapsurgeon10 El pensó que era como construir con LEGO la babosada.,0.2458684,0.89033103,0.56809974
752,1265169676969152513,2020-05-26 01:35:31-05:00,05262020,1255188515463270401,✞YourMoon☽,merlinadlsa,Mi señora de la limpieza aspiró parte de mi colección Lego porque la dejé en el piso de los pasillos. ¿Qué piensas… https://t.co/qq0CcU2RdM,0,0,False,"Mi señora de la limpieza aspiró parte de mi colección Lego porque la dejé en el piso de los pasillos. ¿Qué piensas al respecto? ¿Tenía derecho a hacerlo? — No tenia derecho, pero cmamo😂 https://t.co/o3UJDtNsVe",0.7307518,7.381477e-05,0.3654128
751,1265170265429983232,2020-05-26 01:37:51-05:00,05262020,1142585712,Vivis Hdez,ponytrapecista,No te deseo el mal pero ojalá pises un lego.,0,0,False,No te deseo el mal pero ojalá pises un lego.,0.34860468,0.9999821,0.6742934
750,1265170364134457344,2020-05-26 01:38:15-05:00,05262020,733925550427889664,Merirrous,Merrirrous2001,Templo estilo  Karnak  hecho con Lego. Maravilloso https://t.co/k67BXKTZh6,1,3,False,Templo estilo  Karnak  hecho con Lego. Maravilloso https://t.co/k67BXKTZh6,0.43233964,0.99964046,0.71599007
749,1265171290329145344,2020-05-26 01:41:56-05:00,05262020,923768356657946624,🕯Bam🕯,AndresMares54,@Erick_Godoy_2 los de lego te los corre hasta una computadora mi alegria,0,0,False,@Erick_Godoy_2 los de lego te los corre hasta una computadora mi alegria,0.4315045,0.92518306,0.6783438
748,1265171314689499137,2020-05-26 01:42:01-05:00,05262020,41467045,Arm,AR2ROTOTO,Soy médico de corazón ... es decir por convicción ! No uso ese tipo de remedios ... no hay evidencia clinica para u… https://t.co/hBFwcA6v52,0,1,False,Soy médico de corazón ... es decir por convicción ! No uso ese tipo de remedios ... no hay evidencia clinica para usarlos .. y representan no sólo peligro .... seria muy mal PRECEDENTE que un MEDICO DE VERDAD los aplicara por consejo de un lego ... gracias ... https://t.co/8YbSwOjFRI,0.080358,0.6648864,0.3726222
747,1265171738075238400,2020-05-26 01:43:42-05:00,05262020,1256360278226284545,raga,monokuma600,@medeciantarma me asusté al ver lego Indiana Jones en el último,0,0,False,@medeciantarma me asusté al ver lego Indiana Jones en el último,0.3070574,0.89033103,0.5986942
746,1265171793087733760,2020-05-26 01:43:55-05:00,05262020,337242517,Ronald Pizarro,rocknald98,¡Mira la transmisión de mi PlayStation 4! #PS4live (The LEGO® NINJAGO® Movie Video Game)  live at https://t.co/HhQZKuSakb,0,0,False,¡Mira la transmisión de mi PlayStation 4! #PS4live (The LEGO® NINJAGO® Movie Video Game)  live at https://t.co/HhQZKuSakb,0.382562,0.9937856,0.68817383
745,1265171972360675328,2020-05-26 01:44:38-05:00,05262020,1078377511560585216,tuti traidof,medeciantarma,@monokuma600 hola soy uno qu ele controla la cuneta a tarma y tienes razon lego indiana jones es una joya,0,0,False,@monokuma600 hola soy uno qu ele controla la cuneta a tarma y tienes razon lego indiana jones es una joya,0.2411054,0.27707216,0.25908878
744,1265172453447229440,2020-05-26 01:46:33-05:00,05262020,1113365600334536704,𝗠𝘆𝗮🐥,singularitymya,@scrotonjn Lego,0,0,False,@scrotonjn Lego,0.3070574,0.89033103,0.5986942
743,1265177064203677697,2020-05-26 02:04:52-05:00,05262020,1111780482490855425,I'm Smaggy😁 I don't like Smirky🤥 Trump💩 Boris🤪,Murdochcrazy,"@EnormaSass 😁

Lego man...",0,1,False,"@EnormaSass 😁

Lego man...",0.43471223,0.8001599,0.61743605
742,1265177115647004672,2020-05-26 02:05:04-05:00,05262020,4038730750,AhorraEnAmazon,Ahorro_Amazon,"RT LEGO Minecraft - Gallinero, Juguete Educativo de Construcción del Videojuego con…    por ¡19,99 €€ !… https://t.co/n8KScfE6Sr",0,0,True,"RT LEGO Minecraft - Gallinero, Juguete Educativo de Construcción del Videojuego con…    por ¡19,99 €€ ! https://t.co/ZpGhyjdRqX https://t.co/oQg7mvIJgF",0.13746129,0.9808373,0.55914927
741,1265178265854984194,2020-05-26 02:09:39-05:00,05262020,1262967861741576194,Oca,ocapulchra,lego? https://t.co/ZvpCOs4rOf,0,0,False,lego? https://t.co/ZvpCOs4rOf,0.3070574,0.89033103,0.5986942
740,1265178419140141057,2020-05-26 02:10:15-05:00,05262020,2994198155,Brick Loft,BrickLoftOrg,#LEGO ‘61 Manriton Andromeda https://t.co/xUuNpOxgic — https://t.co/TFXxjNiogl https://t.co/e2n9NuheRO,0,0,False,#LEGO ‘61 Manriton Andromeda https://t.co/xUuNpOxgic — https://t.co/TFXxjNiogl https://t.co/e2n9NuheRO,0.3070574,0.4078499,0.35745364
739,1265178424844472320,2020-05-26 02:10:17-05:00,05262020,2994198155,Brick Loft,BrickLoftOrg,#LEGO ‘61 Manriton Andromeda https://t.co/1aPA9WnCE4 — https://t.co/0AbmatuiFZ https://t.co/79Vrppmm8T,0,0,False,#LEGO ‘61 Manriton Andromeda https://t.co/1aPA9WnCE4 — https://t.co/0AbmatuiFZ https://t.co/79Vrppmm8T,0.3070574,0.4078499,0.35745364
738,1265179294164082694,2020-05-26 02:13:44-05:00,05262020,1176298989525721088,"quin rich, Jova.",jefnnie,@nyebnt lego,0,0,False,@nyebnt lego,0.3070574,0.89033103,0.5986942
737,1265179320324182016,2020-05-26 02:13:50-05:00,05262020,3471901059,El Catalejo,elcatalejo1,Nuevo proyecto de LEGO Ideas - elCatalejo https://t.co/0bS8i8t8s3 vía @elcatalejo1,0,0,False,Nuevo proyecto de LEGO Ideas - elCatalejo https://t.co/0bS8i8t8s3 vía @elcatalejo1,0.1693172,0.9970764,0.5831968
736,1265180805040680961,2020-05-26 02:19:44-05:00,05262020,1229956663056248834,Martin Palacios,Marthyn24k,@AnikiloGamer @ClashofClansESC Parece Lego 😂,0,0,False,@AnikiloGamer @ClashofClansESC Parece Lego 😂,0.3070574,0.89033103,0.5986942
735,1265181430730153985,2020-05-26 02:22:13-05:00,05262020,1110287512679997440,Colacao cuatro ever,jesusvelaaaa,Siempre me han gustado mucho los LEGO https://t.co/J6aepvRIri,0,13,False,Siempre me han gustado mucho los LEGO https://t.co/J6aepvRIri,0.21692146,0.7046358,0.46077862
734,1265182004489805826,2020-05-26 02:24:30-05:00,05262020,1138803871281582080,Kang-Kung,FiettoMudy,@AlterBaseNSFW Lego,0,0,False,@AlterBaseNSFW Lego,0.3070574,0.89033103,0.5986942
733,1265182638731558913,2020-05-26 02:27:01-05:00,05262020,538350798,Hobby Consolas,hobby_consolas,#StarWars: La impresionante maqueta del Halcón Milenario realizada por un fan con piezas de Lego:… https://t.co/viA30g5Okw,2,12,False,#StarWars: La impresionante maqueta del Halcón Milenario realizada por un fan con piezas de Lego: https://t.co/p2fB8VGhXh https://t.co/L6FDnT5ndJ,0.10374324,0.99974877,0.551746
732,1265183645708374017,2020-05-26 02:31:01-05:00,05262020,1143708096000172032,karter,k8rter,@jemjoosh lego batman 1,0,1,False,@jemjoosh lego batman 1,0.3070574,0.92602533,0.6165414
731,1265184608896745472,2020-05-26 02:34:51-05:00,05262020,1263243211440455683,gekyuu☆,jwwxuhaoo,@caratstalk Lego,0,0,False,@caratstalk Lego,0.3070574,0.89033103,0.5986942
730,1265185691379683328,2020-05-26 02:39:09-05:00,05262020,974048447161683969,Smiley_smiler 🌻,Malachidahfolf,@NMFreed Lego Loco https://t.co/TGptAWymuO,0,0,False,@NMFreed Lego Loco https://t.co/TGptAWymuO,0.21989776,0.98285645,0.6013771
729,1265185718697029632,2020-05-26 02:39:16-05:00,05262020,2397548252,ハンサムなダンサー。,kanumin,@YAOIBASERP Lego—! &gt;&lt;,0,0,False,@YAOIBASERP Lego—! &gt;&lt;,0.3070574,0.89033103,0.5986942
728,1265185931130068993,2020-05-26 02:40:06-05:00,05262020,1263243211440455683,gekyuu☆,jwwxuhaoo,@caratstalk Lego,0,0,False,@caratstalk Lego,0.3070574,0.89033103,0.5986942
727,1265185950411472897,2020-05-26 02:40:11-05:00,05262020,1166026827019825153,Brian Calhoun.,thpwrflscul,"|| ¿Me acabo de marcar un Frank Adler pero en lugar de una pieza de Lego, un cubo? Pues sí, lo admito.",0,0,False,"|| ¿Me acabo de marcar un Frank Adler pero en lugar de una pieza de Lego, un cubo? Pues sí, lo admito.",0.17428312,0.0810811,0.1276821
726,1265188567921373184,2020-05-26 02:50:35-05:00,05262020,989468622933381120,PoP stw,ja1lugame,@gamakkkkk @nosensemine lego cacete:the movie,0,0,False,@gamakkkkk @nosensemine lego cacete:the movie,0.3070574,0.89033103,0.5986942
725,1265188663559745536,2020-05-26 02:50:58-05:00,05262020,410436032,ًmoe! #MOREandMOREᵐᵒᵒʳˢ,moemohirai,@RPWAutobase_ lego 🤟,0,0,False,@RPWAutobase_ lego 🤟,0.3070574,0.89033103,0.5986942
724,1265190955562369025,2020-05-26 03:00:04-05:00,05262020,1002740427332571136,deen,nusadeuni,@caratstalk Lego,0,0,False,@caratstalk Lego,0.3070574,0.89033103,0.5986942
723,1265192505915650048,2020-05-26 03:06:14-05:00,05262020,2579343031,ColegioLasAcacias,LasAcaciasEdu,"One year ago... @lasacaciasbot, el equipo de competición en la liga First Lego League de @LasAcaciasEdu ganador de… https://t.co/53Bb2XKSu3",4,5,False,"One year ago... @lasacaciasbot, el equipo de competición en la liga First Lego League de @LasAcaciasEdu ganador de la fase gallega y nacional de la FLL, viajaba a Montevideo para participar en  el Torneo Internacional FLL Uruguay @Plan_Ceibal #memories https://t.co/FDVwKq0FCO",0.15217833,0.99498016,0.57357925
722,1265193496824229891,2020-05-26 03:10:10-05:00,05262020,1230550555673513984,VincMar_Market,VincMar_Market,LEGO TECHNIC CAMION DE CARRERAS https://t.co/INpvCgWZii,0,0,False,LEGO TECHNIC CAMION DE CARRERAS https://t.co/INpvCgWZii,0.3070574,0.89033103,0.5986942
721,1265193895253737472,2020-05-26 03:11:45-05:00,05262020,2577294992,"Ed, Edd & Edum",santsered,"Pensando muy seriamente en comprarme Piratas de Bahía Barracuda:
https://t.co/VTV7uhkNb7",0,1,False,"Pensando muy seriamente en comprarme Piratas de Bahía Barracuda:
https://t.co/VTV7uhkNb7",0.62647474,0.13068302,0.37857887
720,1265194345226960898,2020-05-26 03:13:32-05:00,05262020,869989786840444928,The YuseYT,joseandrespchd,¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (LEGO® DIMENSION https://t.co/FilyczMbjH live at https://t.co/l7KUntKvTn,0,0,False,¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (LEGO® DIMENSION https://t.co/FilyczMbjH live at https://t.co/l7KUntKvTn,0.25084573,0.97203976,0.61144274
719,1265194600735498240,2020-05-26 03:14:33-05:00,05262020,1194820845341790213,dirga ᵐᵒᵒʳˢ,agustdirga,@YaoiSociety Lego,0,0,False,@YaoiSociety Lego,0.3070574,0.89033103,0.5986942
718,1265195006744240129,2020-05-26 03:16:10-05:00,05262020,819300986111934464,comida china,avilasfelix,@navarroag_ @Regiscampa esta bien a jugar lego,0,0,False,@navarroag_ @Regiscampa esta bien a jugar lego,0.15412426,0.8931352,0.5236297
717,1265195359707336704,2020-05-26 03:17:34-05:00,05262020,1250778369202909191,ɢᴡʜᴀᴛ || aphro,areumgwy,@forgwyomi lego???,0,0,False,@forgwyomi lego???,0.3070574,0.89033103,0.5986942
716,1265195418054356994,2020-05-26 03:17:48-05:00,05262020,1065779100701192192,kit • #HappyDAHYUNDay • #Happy800KJian,saludesgj,@forgwyomi lego,0,0,False,@forgwyomi lego,0.3070574,0.89033103,0.5986942
715,1265196222127591424,2020-05-26 03:21:00-05:00,05262020,1235528776127258624,Bazar Unidad Editorial,UEBazar,"'Star Wars', 'Frozen', 'Harry Potter'... Hay Lego de (casi) todo, y como prueba esta selección.… https://t.co/gYS5ccZISs",0,0,False,"'Star Wars', 'Frozen', 'Harry Potter'... Hay Lego de (casi) todo, y como prueba esta selección.

https://t.co/qAkjbDchY1 https://t.co/NzQkLj2Ct0",0.28039053,0.26001975,0.27020514
714,1265197570919288832,2020-05-26 03:26:21-05:00,05262020,1228511682177060864,gwainet,hatdogwy,@forgwyomi Lego,0,0,False,@forgwyomi Lego,0.3070574,0.89033103,0.5986942
713,1265198225532661760,2020-05-26 03:28:57-05:00,05262020,1251095383133974530,nbee🐝,xarameluw,@ncitybase_ Lego,0,0,False,@ncitybase_ Lego,0.3070574,0.89033103,0.5986942
712,1265198253399773184,2020-05-26 03:29:04-05:00,05262020,716616669490200577,Chollazos Amazon,nosoytontoAmazo,Baja el precio del LEGO Jurassic World - Dilofosaurio a la Fuga Set de construcción de Aventuras con…   se queda en… https://t.co/921hwnwXzW,0,0,False,"Baja el precio del LEGO Jurassic World - Dilofosaurio a la Fuga Set de construcción de Aventuras con…   se queda en 24,99 €€  https://t.co/3KE41FejRt https://t.co/xMQsXIPppf",0.37577483,0.9328668,0.65432084
711,1265199225232601088,2020-05-26 03:32:56-05:00,05262020,1241701527393382400,Anıl Göbelek,60b3l3k,@Laertes412 @Ali24900677 @Serhatsnow123 @necektinTDK Lego 😉,0,0,False,@Laertes412 @Ali24900677 @Serhatsnow123 @necektinTDK Lego 😉,0.3070574,0.89033103,0.5986942
710,1265199896862371840,2020-05-26 03:35:36-05:00,05262020,855855576,Radio Cádiz,RadioCadiz,"La Fundación de Hospitales Pascual, heredera de lo que el Doctor Pascual ""cuidó, soñó y legó"" https://t.co/V7uIdbbIfX vía @RadioCadiz",2,1,False,"La Fundación de Hospitales Pascual, heredera de lo que el Doctor Pascual ""cuidó, soñó y legó"" https://t.co/V7uIdbbIfX vía @RadioCadiz",0.32285747,0.27639103,0.29962426
709,1265200143118168064,2020-05-26 03:36:35-05:00,05262020,808348247425097728,apip,woAfif,lego https://t.co/s0maKo10dG,0,1,False,lego https://t.co/s0maKo10dG,0.3070574,0.89033103,0.5986942
708,1265201048362323970,2020-05-26 03:40:10-05:00,05262020,1007080264927973377,oh my glob,lalicuadora13,el chino con el casquito de lego https://t.co/dHt2Xf51VY,0,0,False,el chino con el casquito de lego https://t.co/dHt2Xf51VY,0.30794954,0.32747066,0.3177101
707,1265203739666919424,2020-05-26 03:50:52-05:00,05262020,979679541546442752,Fun Toys Factory,AzadandLorin,Azad &amp; Lorin's #lego #designs 😃😀 https://t.co/mJpwelPx5B,0,0,False,Azad &amp; Lorin's #lego #designs 😃😀 https://t.co/mJpwelPx5B,0.3070574,0.89033103,0.5986942
706,1265203878947106816,2020-05-26 03:51:25-05:00,05262020,1245202109470998537,Sam,Iggyfuit,@letiiiiim LEGO,0,0,False,@letiiiiim LEGO,0.3070574,0.89033103,0.5986942
705,1265204531777794049,2020-05-26 03:54:01-05:00,05262020,747088889727193088,RJ,johnxramil,@Reyes_Dharren Lego,0,1,False,@Reyes_Dharren Lego,0.3070574,0.89033103,0.5986942
704,1265206377062039552,2020-05-26 04:01:21-05:00,05262020,3070348331,OfértameEsta Videojuegos 🎮,OfertamestaVdj,"🔥🔥 ¡OJO! 🔥🔥 Lego Los Increíbles [Xbox One]
💶 19.0€
🔻 10%
📉 ¡PRECIO MÍNIMO! 
🌐 https://t.co/SXRMeZShJx

⬇ ¡Gráfico e… https://t.co/F4vJKIc84b",0,0,False,"🔥🔥 ¡OJO! 🔥🔥 Lego Los Increíbles [Xbox One]
💶 19.0€
🔻 10%
📉 ¡PRECIO MÍNIMO! 
🌐 https://t.co/SXRMeZShJx

⬇ ¡Gráfico en la respuesta! ⬇ https://t.co/OeQSQQ20Rd",0.1971024,0.014931705,0.10601705
703,1265206586965757952,2020-05-26 04:02:11-05:00,05262020,2608857756,Frank Martin,stitchengine1,Lego Zombie Invasion 6 https://t.co/cFnYdp8VLp https://t.co/oNTC3uTpGk,0,0,False,Lego Zombie Invasion 6 https://t.co/cFnYdp8VLp https://t.co/oNTC3uTpGk,0.3070574,0.86876184,0.58790964
702,1265208656359911426,2020-05-26 04:10:24-05:00,05262020,1065779100701192192,kit • #HappyDAHYUNDay • #Happy800KJian,saludesgj,@forgwyomi lego,0,0,False,@forgwyomi lego,0.3070574,0.89033103,0.5986942
701,1265209216568102913,2020-05-26 04:12:38-05:00,05262020,230116251,Aïda Brandía Rodero (teletuiteo en 🏠),Nymphiex,Me tenéis hasta el nabo ya... https://t.co/rmgvOsnegH,0,0,False,Me tenéis hasta el nabo ya... https://t.co/rmgvOsnegH,0.2497423,0.95862716,0.60418475
700,1265209886641709056,2020-05-26 04:15:18-05:00,05262020,971211071569702912,careli,KarelyVillanue5,@Melanielego11 Por qué tan triste mi lego?,0,0,False,@Melanielego11 Por qué tan triste mi lego?,0.20418303,0.10829491,0.15623897
699,1265209898482012160,2020-05-26 04:15:20-05:00,05262020,3572947880,𝒮𝒶𝓂𝒶𝓃𝓉𝒽𝒶,hslmndn,@forgwyomi Lego??,0,0,False,@forgwyomi Lego??,0.3070574,0.89033103,0.5986942
698,1265211650191364096,2020-05-26 04:22:18-05:00,05262020,558071509,Don Monkeyπnting,Dan_ook,@Mr_k98k @georgebest_ Y los trasbordadores de Lego.,0,0,False,@Mr_k98k @georgebest_ Y los trasbordadores de Lego.,0.3070574,0.89033103,0.5986942
697,1265212575500943366,2020-05-26 04:25:59-05:00,05262020,1209790694828761089,AfzaalAnwerRanjha,anwer_afzaal,Lego https://t.co/TxhKqLxtg6,0,0,False,Lego https://t.co/TxhKqLxtg6,0.3070574,0.89033103,0.5986942
696,1265214129075302400,2020-05-26 04:32:09-05:00,05262020,1209150143796260864,Blackboy,Blackboy_8484,LEGO,0,0,False,LEGO,0.3070574,0.89033103,0.5986942
695,1265216839191113728,2020-05-26 04:42:55-05:00,05262020,3301016826,Sulkifli,XXXISLKLI,@yaelahZiva *lego?,0,0,False,@yaelahZiva *lego?,0.3070574,0.89033103,0.5986942
694,1265217032196325376,2020-05-26 04:43:41-05:00,05262020,1055239568,carlos manolo,carlosm49102932,"@vbaosv Que conste que soy partidario de ampliar el criterio de caso, pero no siguiendo los ajustes de cuentas fune… https://t.co/xzC8r4dFl5",0,0,False,"@vbaosv Que conste que soy partidario de ampliar el criterio de caso, pero no siguiendo los ajustes de cuentas funerarios de torra o de PP o de un juez lego en la materia",0.6992059,0.9583626,0.8287842
